x,dens_emp,dens_true
-3.96,8.249999999999993e-05,7.896898216320734e-05
-3.88,0.0001087499999999999,0.0001082015732421882
-3.8,0.0001124999999999999,0.00014957475312049332
-3.7199999999999998,0.00022125000000000104,0.00020851943023138033
-3.64,0.00028874999999999973,0.00029292033502201074
-3.56,0.00038999999999999967,0.00041415492917304034
-3.48,0.0005974999999999995,0.0005884901998266419
-3.4,0.0008199999999999992,0.0008388904126175998
-3.3200000000000003,0.0012212500000000058,0.001197238929481459
-3.24,0.0016387499999999985,0.0017068761788799453
-3.16,0.002423749999999998,0.002425187852932743
-3.08,0.0034762499999999967,0.0034257389834611847
-3.0,0.004716249999999996,0.004799165803586316
-2.92,0.006744999999999994,0.0066517790138598855
-2.84,0.009268749999999992,0.009100723757296075
-2.76,0.012602499999999987,0.012264744868814596
-2.6799999999999997,0.016566249999999984,0.016250264658476607
-2.5999999999999996,0.0211775000000001,0.021133629912765507
-2.52,0.026633749999999977,0.026941856427832367
-2.44,0.033609999999999966,0.033635581820269045
-2.3600000000000003,0.04097000000000019,0.0410986565972462
-2.2800000000000002,0.04877124999999996,0.049138338950719444
-2.2,0.056863749999999956,0.05749822382379775
-2.12,0.06607374999999993,0.06588317501891656
-2.04,0.07437999999999993,0.07399247968203974
-1.96,0.08146624999999993,0.08155524033837774
-1.88,0.08871624999999993,0.08836144496792331
-1.7999999999999998,0.09432749999999993,0.09428339422411648
-1.72,0.09944125000000047,0.09928473175035478
-1.6400000000000001,0.1034374999999999,0.1034173076366428
-1.56,0.10622999999999991,0.1068085764921955
-1.48,0.1103812499999999,0.10964359414587109
-1.4,0.11246749999999989,0.11214581261158564
-1.3199999999999998,0.11494999999999989,0.1145600619501761
-1.2399999999999998,0.11674999999999988,0.1171398193265095
-1.16,0.11999250000000056,0.12013954552702769
-1.08,0.12336874999999989,0.12381180814332893
-1.0,0.12770374999999987,0.1284082134483342
-0.9199999999999999,0.13366749999999988,0.13418279542056422
-0.8399999999999999,0.14215874999999986,0.1413963431873892
-0.7599999999999998,0.15020374999999989,0.1503200558410374
-0.6799999999999999,0.16078875000000076,0.16123679349415584
-0.6000000000000001,0.17521124999999985,0.17443799716410327
-0.52,0.18990374999999984,0.1902140993855801
-0.43999999999999995,0.2086624999999998,0.20883604817683377
-0.3599999999999999,0.2309399999999998,0.23052562088845496
-0.2799999999999998,0.25579249999999976,0.25541280878968586
-0.19999999999999996,0.2830312500000013,0.2834800662335037
-0.1200000000000001,0.31367999999999974,0.3144959621524969
-0.040000000000000036,0.3480074999999997,0.3479448522219427
0.040000000000000036,0.38315499999999963,0.38296424485511676
0.1200000000000001,0.4178162499999996,0.4183064880421478
0.20000000000000018,0.4528237499999996,0.4523443917474548
0.28000000000000025,0.4840112499999996,0.4831390651244922
0.3600000000000003,0.5086799999999996,0.5085805531182498
0.4400000000000004,0.5270199999999995,0.5265973107916597
0.5200000000000005,0.5355874999999996,0.5354113603615775
0.6000000000000001,0.5330850000000055,0.5337973457295996
0.6799999999999997,0.5197487499999995,0.5212926406819325
0.7599999999999998,0.49836374999999955,0.4983082688934744
0.8399999999999999,0.46645374999999956,0.4661086373379862
0.9199999999999999,0.4259937499999996,0.42665793818741365
1.0,0.38176249999999967,0.38236332496785563
1.08,0.3368724999999997,0.3357688206698823
1.1600000000000001,0.2890112499999997,0.28926166086167937
1.2400000000000002,0.2453174999999998,0.24484304378952582
1.3200000000000003,0.20418874999999984,0.20399314329182666
1.4000000000000004,0.16837124999999983,0.16763444785652723
1.4800000000000004,0.13568499999999986,0.13617632777241964
1.5600000000000005,0.1093437499999999,0.10961205928210041
1.6400000000000001,0.0877350000000009,0.08763787719925095
1.7199999999999998,0.06997374999999995,0.0697692819009308
1.7999999999999998,0.05506749999999996,0.0554388464227477
1.88,0.04430249999999996,0.04406870504324888
1.96,0.03505999999999997,0.035117691672195195
2.04,0.028493749999999974,0.028107098604714
2.12,0.02263874999999998,0.02263058993053334
2.2,0.018404999999999984,0.01835370696679947
2.2800000000000002,0.015072499999999985,0.015007439754977004
2.3600000000000003,0.01246249999999999,0.012379107730249918
2.4400000000000004,0.01021749999999999,0.010302649926406234
2.5200000000000005,0.008831249999999992,0.008649526223690026
2.6000000000000005,0.007326249999999993,0.0073208029863046815
2.68,0.006268750000000064,0.006240600617941445
2.76,0.005143749999999995,0.0053508570803594705
2.84,0.0047837499999999955,0.004607252451445533
2.92,0.004059999999999996,0.003976099390814058
3.0,0.003381249999999997,0.003432001140887966
3.08,0.0030262499999999973,0.0029560928577593852
3.16,0.002499999999999998,0.0025347034283926843
3.24,0.002143749999999998,0.002158299670317797
3.3200000000000003,0.0017924999999999983,0.0018206027223061996
3.4000000000000004,0.0014549999999999986,0.001517798339022386
3.4800000000000004,0.0011599999999999991,0.0012477982911016654
3.5600000000000005,0.0009837499999999992,0.0010095460516928172
3.64,0.0008162500000000084,0.000802390587369916
3.7199999999999998,0.0006199999999999995,0.0006255704518714521
3.8,0.0005012499999999995,0.0004778514428513404
3.88,0.0003449999999999997,0.00035734449106469504
3.96,0.0002662499999999998,0.00026150176666874057
